Data,Arquivo,Publicação,UF,Outras informações da publicação,Tipo,Assunto,Complemento,Localização,Recorte,Interesse,Imagem original,Onde está,Mais
1977.10.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Pulando Corda,Anúncio.,"Teatro João Caetano – Rua Borges Lagoa, 650, Vila Clementino, São Paulo, SP",4264101h.png,Baixo,4264101.png,"Sexta linha, terceira coluna",
1977.11.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Pulando Corda,Selma Egrei,"Teatro Oficina – Rua Jaceguai, 520, Bixiga, São Paulo, SP",4266939h.png,Médio,4266939.png,"Teatro, segunda coluna, “Pulando Corda” em outro teatro",
1977.12.22,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Sem Retoque,Breve descrição da peça (foto),"Teatro de Arena Eugênio Kusnet – Rua Doutor Teodoro Baima, 94, Vila Buarque, São Paulo, SP",4329960h.png,Baixo,4329960.png,"“Sem Retoque”, a peça da meia-noite",
1977.12.23,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Sem Retoque,Breve descrição da peça (foto),"Teatro de Arena Eugênio Kusnet – Rua Doutor Teodoro Baima, 94, Vila Buarque, São Paulo, SP",4330110h.png,Médio,4330110.png,"À meia-noite a verdade, “Sem Retoque”",
1978.03.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Inauguração do espaço,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4281204h.png,Baixo,4281204.png,“Missa do Vaqueiro” inaugura teatro,
1978.03.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Bela reportagem sobre a peça (foto com Irene),"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4282766h.png,Alto,4282766.png,A missa do vaqueiro transformada em peça,
1978.04.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4235021h.png,Baixo,4235021.png,"Rezas de Sol para a Missa do Vaqueiro, sétima linha, primeira coluna",
1978.04.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4235845h.png,Baixo,4235845.png,"Rezas de Sol para a Missa do Vaqueiro, primeira linha, primeira coluna",
1978.04.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4236046h.png,Baixo,4236046.png,"Rezas de Sol para a Missa do Vaqueiro, primeira linha, segunda coluna",
1978.04.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4236488h.png,Baixo,4236488.png,"Teatro, Rezas de Sol para a Missa do Vaqueiro, em cima da imagem “Quebrada!”",
1978.04.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4236505h.png,Baixo,4236505.png,"Rezas de Sol para a Missa do Vaqueiro, setima linha, segunda coluna",
1978.04.13,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4237908h.png,Baixo,4237908.png,"Teatro, Rezas de Sol para a Missa do Vaqueiro, em cima da imagem “O Ultimo”",
1978.04.16,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4306754h.png,Baixo,4306754.png,"Rezas de Sol para a Missa do Vaqueiro, quarta linha, terceira coluna",
1978.04.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4308822h.png,Baixo,4308822.png,"Rezas de Sol para a Missa do Vaqueiro, quarta linha, segunda coluna",
1978.04.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4311244h.png,Baixo,4311244.png,Rezas de Sol para a Missa do Vaqueiro,
1978.04.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4312446h.png,Baixo,4312446.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00027 (1),Teatro,Missa do Vaqueiro,,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",I0179512.png,Baixo,I0179512-20Alt=002777Lar=001884LargOri=004463AltOri=006581.JPG,"Teatro, Rezas de sol para a missa do vaqueiro",
1978.05.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4241229h.png,Baixo,4241229.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4241540h.png,Baixo,4241540.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.13,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4241848h.png,Baixo,4241848.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.18,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4316296h.png,Baixo,4316296.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4316499h.png,Baixo,4316499.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.20,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4316636h.png,Baixo,4316636.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4317659h.png,Baixo,4317659.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4317817h.png,Baixo,4317817.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4317949h.png,Baixo,4317949.png,Rezas de Sol para a Missa do Vaqueiro,
1978.05.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Missa do Vaqueiro,Propaganda,"Auditório MEC-Funarte – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318186h.png,Baixo,4318186.png,Rezas de Sol para a Missa do Vaqueiro,
1978.06.05,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 08767,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0031495.png,Baixo,I0031495-2Alt=002269Lar=001884LargOri=004746AltOri=005717.JPG,"Síntese, Missa do Vaqueiro, 2a. coluna.",
1978.06.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00058 (1),Teatro,Missa do Vaqueiro,,,I0181222.png,Baixo,I0181222-20Alt=002781Lar=001884LargOri=004559AltOri=006730.JPG,"Teatro, Os primeiros “mambembáveis” do ano, terceira coluna",
1978.06.07,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00152,Teatro,Missa do Vaqueiro,Estreia no Rio. Irene citada como responsável da direção musical. Eliane Estevão no elenco.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0118616.png,Médio,I0118616-2Alt=003033Lar=001884LargOri=004105AltOri=006609.JPG,"Cena Aberta, “Missa do Vaqueiro” estréia no Rio, 1a. coluna, 4o. parágrafo.",
1978.06.09,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00062 (1),Teatro,Missa do Vaqueiro,Descrição bacana da peça.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181400.png,Médio,I0181400-20Alt=002746Lar=001884LargOri=004559AltOri=006646.JPG,"A Próxima semana, Missa nordestina lança teatro na Funarte, penúltimo parágrafo",
1978.06.10,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00063 (1),Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181450.png,Baixo,I0181450-20Alt=002813Lar=001884LargOri=004499AltOri=006719.JPG,"Agenda, último item da primeira coluna, ela aparece na segunda",
1978.06.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00068 (1),Teatro,Missa do Vaqueiro,Estreia no Rio. Irene citada como responsável da direção musical. Eliane Estevão no elenco.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181722.png,Médio,I0181722-20Alt=002753Lar=001884LargOri=004582AltOri=006698.JPG,"Teatro, primeiro item",
1978.06.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00069 (2),Teatro,Missa do Vaqueiro,"Sobre a estreia no Rio. Descrição muito legal da peça, inclusive citando alguns versos de músicas.","Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181768.png,Médio,I0181768-A0Alt=003024Lar=002022LargOri=004494AltOri=006721.JPG,"Missa rezada na Funarte, último parágrafo",
1978.06.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00069 (2),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181771.png,Baixo,I0181771-A0Alt=003024Lar=002022LargOri=004495AltOri=006719.JPG,"Teatro, começo da terceira coluna",
1978.06.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00070 (2),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181824.png,Baixo,I0181824-A0Alt=002985Lar=002012LargOri=004469AltOri=006632.JPG,"Teatro, primeiro item",
1978.06.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00071 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0181874.png,Baixo,I0181874-A0Alt=002990Lar=002016LargOri=004480AltOri=006644.JPG,"Teatro, primeiro item",
1978.06.20,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00073 (2),Teatro,Missa do Vaqueiro,Crítica do espetáculo.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182004.png,Alto,I0182004-A0Alt=003015Lar=002018LargOri=004482AltOri=006700.JPG,"Teatro, vaqueiros conservadores, primeiro parágrafo",
1978.06.20,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00073 (2),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182005.png,Baixo,I0182005-A0Alt=003015Lar=002018LargOri=004482AltOri=006700.JPG,"Teatro, primeiro item",
1978.06.21,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00166,Teatro,Missa do Vaqueiro,Irene citada como responsável da direção musical. Eliane Estevão no elenco.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0119304.png,Baixo,I0119304-2Alt=003012Lar=001884LargOri=004124AltOri=006593.JPG,"Cena Aberta, “Missa do Vaqueiro” estréia no Rio, 1a. coluna, 3o. parágrafo.",
1978.06.21,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00074 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182050.png,Baixo,I0182050-A0Alt=003014Lar=002024LargOri=004498AltOri=006697.JPG,"Teatro, primeiro item",
1978.06.22,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00074 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182091.png,Baixo,I0182091-A0Alt=002986Lar=002022LargOri=004493AltOri=006637.JPG,"Teatro, segundo item",
1978.06.23,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00076 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182134.png,Baixo,I0182134-A0Alt=003003Lar=002022LargOri=004492AltOri=006672.JPG,"Teatro, segundo item",
1978.06.24,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00077 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182191.png,Baixo,I0182191-A0Alt=002985Lar=001995LargOri=004432AltOri=006632.JPG,"Teatro, segundo item",
1978.06.26,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02529,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056156.png,Baixo,I0056156-2Alt=002714Lar=001884LargOri=003933AltOri=005666.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.06.27,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02526,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056208.png,Baixo,I0056208-2Alt=002721Lar=001884LargOri=003900AltOri=005633.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.06.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00080 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182375.png,Baixo,I0182375-A0Alt=003006Lar=002038LargOri=004531AltOri=006681.JPG,"Teatro, segundo item",
1978.06.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00081 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182414.png,Baixo,I0182414-A0Alt=003003Lar=002019LargOri=004485AltOri=006674.JPG,"Teatro, terceiro item",
1978.06.29,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02528,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056254.png,Baixo,I0056254-2Alt=002694Lar=001884LargOri=003941AltOri=005633.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.06.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00082 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182461.png,Baixo,I0182461-A0Alt=003012Lar=002022LargOri=004492AltOri=006695.JPG,"Teatro, terceiro item",
1978.06.30,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02530B,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056297.png,Baixo,I0056297-2Alt=002694Lar=001884LargOri=003941AltOri=005633.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.06.30,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00083 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182510.png,Baixo,I0182510-20Alt=002809Lar=001884LargOri=004492AltOri=006701.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00084 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182564.png,Baixo,I0182564-20Alt=002789Lar=001884LargOri=004469AltOri=006618.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.03,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02531,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056368.png,Baixo,I0056368-2Alt=002658Lar=001884LargOri=004006AltOri=005653.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.04,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00179,Teatro,Missa do Vaqueiro,Diz que a Irene era pernambucana.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0119934.png,Baixo,I0119934-2Alt=003021Lar=001884LargOri=004096AltOri=006569.JPG,"Opinião, Rezas de Sol, 2a. coluna.",
1978.07.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00087 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182751.png,Baixo,I0182751-20Alt=002767Lar=001884LargOri=004558AltOri=006694.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.05,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02533,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056422.png,Baixo,I0056422-2Alt=002665Lar=001884LargOri=003996AltOri=005654.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00088 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182795.png,Baixo,I0182795-20Alt=002794Lar=001884LargOri=004483AltOri=006650.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.06,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02533 (2),Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056442.png,Baixo,I0056442-2Alt=002665Lar=001884LargOri=003996AltOri=005654.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.06,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00089 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182834.png,Baixo,I0182834-20Alt=002793Lar=001884LargOri=004483AltOri=006647.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.07,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00090 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182878.png,Baixo,I0182878-20Alt=002758Lar=001884LargOri=004504AltOri=006592.JPG,"Teatro, quinta coluna, Rezas de sol…",
1978.07.08,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02536,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056508.png,Baixo,I0056508-2Alt=002661Lar=001884LargOri=004002AltOri=005652.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.08,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00091 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0182916.png,Baixo,I0182916-20Alt=002765Lar=001884LargOri=004545AltOri=006674.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.07.10,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02537,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056552.png,Baixo,I0056552-2Alt=002658Lar=001884LargOri=004005AltOri=005654.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.11,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00094 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183097.png,Baixo,I0183097-20Alt=002775Lar=001884LargOri=004517AltOri=006654.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.07.12,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02539,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056608.png,Baixo,I0056608-2Alt=002678Lar=001884LargOri=003993AltOri=005678.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.12,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02540,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056628.png,Baixo,I0056628-2Alt=002677Lar=001884LargOri=004000AltOri=005684.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.12,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00095 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183137.png,Baixo,I0183137-20Alt=002800Lar=001884LargOri=004477AltOri=006654.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.07.13,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00096 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183173.png,Baixo,I0183173-20Alt=002762Lar=001884LargOri=004525AltOri=006637.JPG,"Teatro, primeiro coluna, Rezas de sol…",
1978.07.14,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00097 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183219.png,Baixo,I0183219-20Alt=002785Lar=001884LargOri=004491AltOri=006637.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.07.15,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02542,Teatro,Missa do Vaqueiro,,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0056696.png,Baixo,I0056696-2Alt=002665Lar=001884LargOri=004008AltOri=005667.JPG,"Teatro, Rio, Rezas de Sol para a Missa do Vaqueiro.",
1978.07.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00098 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183256.png,Baixo,I0183256-20Alt=002766Lar=001884LargOri=004518AltOri=006630.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.07.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00101 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183458.png,Baixo,I0183458-20Alt=002798Lar=001884LargOri=004485AltOri=006663.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.19,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00102 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183499.png,Baixo,I0183499-20Alt=002827Lar=001884LargOri=004444AltOri=006666.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.20,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00103 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183542.png,Baixo,I0183542-20Alt=002827Lar=001884LargOri=004437AltOri=006656.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.21,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00104 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183583.png,Baixo,I0183583-20Alt=002825Lar=001884LargOri=004437AltOri=006652.JPG,"Teatro, primeira coluna, Rezas de sol…",
