Data,Arquivo,Publicação,UF,Outras informações da publicação,Tipo,Assunto,Complemento,Localização,Recorte,Interesse,Imagem original,Onde está,Mais
1978.07.22,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00105 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183621.png,Baixo,I0183621-20Alt=002818Lar=001884LargOri=004458AltOri=006667.JPG,"Teatro, primeira coluna, Rezas de sol…",
1978.07.25,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00108 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183818.png,Baixo,I0183818-20Alt=002822Lar=001884LargOri=004478AltOri=006707.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.07.26,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00109 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183860.png,Baixo,I0183860-20Alt=002811Lar=001884LargOri=004478AltOri=006679.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.07.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00110 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183904.png,Baixo,I0183904-20Alt=002812Lar=001884LargOri=004465AltOri=006667.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.07.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00111 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183954.png,Baixo,I0183954-20Alt=002806Lar=001884LargOri=004478AltOri=006666.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.07.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00112 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0183993.png,Baixo,I0183993-20Alt=002806Lar=001884LargOri=004478AltOri=006666.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.08.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00115 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184199.png,Baixo,I0184199-20Alt=002825Lar=001884LargOri=004465AltOri=006697.JPG,"Teatro, terceiro coluna, Rezas de sol…",
1978.08.02,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00116 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184237.png,Baixo,I0184237-20Alt=002822Lar=001884LargOri=004465AltOri=006690.JPG,"Teatro, terceiro coluna, Rezas de sol…",
1978.08.03,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00117 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184273.png,Baixo,I0184273-20Alt=002826Lar=001884LargOri=004385AltOri=006580.JPG,"Teatro, terceiro coluna, Rezas de sol…",
1978.08.04,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 08818,Show,Meu Santo é Forte,Walter Pini citado,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0032135.png,Baixo,I0032135-2Alt=002246Lar=001884LargOri=004736AltOri=005647.JPG,"Síntese, Meu santo é forte.",
1978.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (2),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184319.png,Baixo,I0184319-20Alt=002836Lar=001884LargOri=004468AltOri=006723.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (2),Show,Meu Santo é Forte,Estreia do “recital” Meu Santo é Forte com Eliana Estevão.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184320.png,Baixo,I0184320-20Alt=002836Lar=001884LargOri=004468AltOri=006723.JPG,"Show, Violado até a Amazônia, primeira colina",
1978.08.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00119 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184362.png,Baixo,I0184362-20Alt=002805Lar=001884LargOri=004485AltOri=006681.JPG,"Teatro, segunda coluna, Rezas de sol…",
1978.08.08,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00122 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184552.png,Baixo,I0184552-20Alt=002842Lar=001884LargOri=004419AltOri=006665.JPG,"Teatro, terceira coluna, Rezas de sol…",
1978.08.09,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00123 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184590.png,Baixo,I0184590-20Alt=002670Lar=001884LargOri=004579AltOri=006489.JPG,"Teatro, terceira coluna, Rezas de sol…",
1978.08.10,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00124 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184635.png,Baixo,I0184635-20Alt=002837Lar=001884LargOri=004433AltOri=006676.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.08.11,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00125 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184680.png,Baixo,I0184680-20Alt=002830Lar=001884LargOri=004432AltOri=006661.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.08.11,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00125 (2),Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184681.png,Baixo,I0184681-20Alt=002830Lar=001884LargOri=004432AltOri=006661.JPG,"Teatro, Meu santo é forte c/ Pini, primeira coluna",
1978.08.12,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00126 (1),Teatro,Missa do Vaqueiro,Anúncio.,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184720.png,Baixo,I0184720-20Alt=002784Lar=001884LargOri=004500AltOri=006649.JPG,"Teatro, quarta coluna, Rezas de sol…",
1978.08.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00129 (1),Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184910.png,Baixo,I0184910-20Alt=002839Lar=001884LargOri=004372AltOri=006589.JPG,"Show, Meu santo é forte c/ Pini, primeira coluna",
1978.08.16,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 08828,Show,Meu Santo é Forte,"Walter Pini, violão.","Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0032263.png,Médio,I0032263-2Alt=002244Lar=001884LargOri=004729AltOri=005633.JPG,"Síntese, Meu santo é forte.",
1978.08.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00130 (1),Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184943.png,Baixo,I0184943-20Alt=002790Lar=001884LargOri=004505AltOri=006675.JPG,"Show, Teatro, Meu santo é forte c/ Pini, primeira coluna",
1978.08.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00131 (1),Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0184987.png,Baixo,I0184987-20Alt=002782Lar=001884LargOri=004555AltOri=006723.JPG,"Show, Meu santo é forte c/ Pini, primeira coluna",
1978.08.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00132 (1),Show,Meu Santo é Forte,Eliane Estevão e Walter Pini,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",I0185032.png,Baixo,I0185032-20Alt=002789Lar=001884LargOri=004545AltOri=006730.JPG,"Teatro, Meu santo é forte c/ Pini, primeira coluna",
1978.09.18,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00162 (1),Prêmio,Mambembe 78,Indicação na categoria especial por Missa do Vaqueiro,,I0186665.png,Baixo,I0186665-20Alt=002864Lar=001884LargOri=004438AltOri=006742.JPG,     ,
1978.11.18,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Palomares,Descrição da peça.,"Teatro de Arena Eugênio Kusnet – Rua Doutor Teodoro Baima, 94, Vila Buarque, São Paulo, SP",4425980h.png,Médio,4425980.png,"Teatro/Crítica, Os bonecos encantados enfrentam as bombas",https://pt.wikipedia.org/wiki/Incidente_Palomares
1978.12.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00263 (1),Teatro,Mambembe 78,Indicação na categoria especial por Missa do Vaqueiro,,I0191964.png,Baixo,I0191964-20Alt=002814Lar=001884LargOri=004471AltOri=006677.JPG,"Teatro, Não faltaram boas interpretações, último parágrafo",
1979,Funarte,Brasil Memória das Artes,,Apostila Digital no. 3,Show,Projeto Pixinguinha,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano",,apost-pixing-79h.png,Alto,apost-pixing-79.pdf,,
1979.02.05,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00301 (1),Teatro,Mambembe 78,Indicação na categoria especial por Missa do Vaqueiro,,I0193950.png,Baixo,I0193950-20Alt=002915Lar=001884LargOri=004440AltOri=006871.JPG,"Teatro, Mambembes na reta final, primeiro parágrafo lá em baixo",
1979.03.15,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07757,Prêmio,Mambembe 78,Indicação na categoria especial por Missa do Vaqueiro,,I0065752.png,Baixo,I0065752-2Alt=002867Lar=001884LargOri=003901AltOri=005937.JPG,"A noite é o espetáculo, 2a. coluna.",
1979.04.01,Hemeroteca da Biblioteca Nacional,Tribuna da Imprensa,RJ,Edição 09019,Show,Projeto Pixinguinha,Artista convidado.,,I0034814.png,Baixo,I0034814-2Alt=002672Lar=001884LargOri=004746AltOri=006731.JPG,"Eventos, Projeto Pixinguinha-79, 2a. coluna.",
1979.04.03,Hemeroteca da Biblioteca Nacional,Diário de Natal,RN,Edição 10712,Show,Projeto Pixinguinha,Artista convidado.,,I0031737.png,Baixo,I0031737-2Alt=002995Lar=001884LargOri=004092AltOri=006505.JPG,"“Projeto Pixinguinha” volta a Natal em julho, 2a. coluna, 1o. parágrafo.",
1979.04.05,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02764,Show,Projeto Pixinguinha,Artista convidado.,,I0065142.png,Baixo,I0065142-2Alt=002712Lar=001884LargOri=003899AltOri=005614.JPG,"O Projeto Pixinguinha para 79, 2a. coluna, 1o. parágrafo.",
1979.04.06,Hemeroteca da Biblioteca Nacional,Diario da Tarde,PR,Edição 23877,Show,Projeto Pixinguinha,Artista convidado.,,I0143404.png,Baixo,I0143404-2Alt=002682Lar=001884LargOri=004083AltOri=005812.JPG,"Pixinguinha tem novas normas e a sua pré-estréia, Os critérios para 79",
1979.04.07,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07162,Show,Projeto Pixinguinha,Artista convidado.,,I0134991.png,Baixo,I0134991-2Alt=002788Lar=001884LargOri=003991AltOri=005906.JPG,"Projeto Pixinguinha, Os critérios para 79.",
1979.04.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00097,Show,Projeto Pixinguinha,Artista convidado.,,I0133791.png,Baixo,I0133791-2Alt=002946Lar=001884LargOri=004212AltOri=006587.JPG,"Cena Aberta, Vital Santos incluído no Projeto Pixinguinha, 1a. coluna, 2o. parágrafo.",
1979.04.13,Hemeroteca da Biblioteca Nacional,O Cruzeiro : Revista,RJ,Edição 2458,Prêmio,Mambembe 78,Por “Missa do Vaqueiro”,,I0201908.png,Baixo,I0201908-3Alt=002006Lar=001460LargOri=002433AltOri=003344.JPG,"Premio MEC…, segunda coluna, pouco acima do meio",I0201802-70Alt=001014Lar=000728LargOri=002428AltOri=003380.JPG
1979.04.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,Disco,Rumo Norte,Reportagem sobre o estúdio onde Irene gravou Rumo Norte.,,4238795h.png,Baixo,4238795.png,"Um estúdio alternativo em S. Paulo, último parágrafo",
1979.04.27,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00112,Show,Projeto Pixinguinha,Artista convidado.,,I0134574.png,Baixo,I0134574-2Alt=002952Lar=001884LargOri=004182AltOri=006552.JPG,"Gênios da MPB fazem parte do “Pixinguinha”, 2a. coluna, início.",
1979.04.29,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00114,Show,Projeto Pixinguinha,Artista convidado.,,I0134667.png,Baixo,I0134667-2Alt=002988Lar=001884LargOri=004210AltOri=006678.JPG,"Moraes Moreira-Djavan fazem show iniciando Projeto Pixinguinha, 5o. parágrafo.",
1979.05.21,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00135 (1),Show,Projeto Pixinguinha,Artista convidado.,,I0135859.png,Baixo,I0135859-20Alt=002952Lar=001884LargOri=004147AltOri=006497,"Pixinguinha 79, abaixo",
1979.05.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Pixinguinha,Artista convidado.,,4242544h.png,Baixo,4242544.png,"“Pixinguinha” recomeça em junho, terceiro parágrafo",
1979.06.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00068 (1),Show,Projeto Pixinguinha,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano","Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0200577a.png,Baixo,I0200577-20Alt=002776Lar=001884LargOri=004492AltOri=006621.JPG,"Show, Projeto Pixinguinha",
1979.06.15,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00068 (1),Show,Projeto Pixinguinha,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano","Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0200577b.png,Baixo,I0200577-20Alt=002776Lar=001884LargOri=004492AltOri=006621.JPG,"Sexta-feira sobrecarregada, primeira coluna",
1979.06.16,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00069 (1),Show,Projeto Pixinguinha,"Banda de Pífaros de Caruaru, José Milton e Claudionor Germano. E seguem para Vitória, Salvador, Maceió e Recif.",,I0200616.png,Baixo,I0200616-20Alt=002921Lar=001884LargOri=004278AltOri=006629.JPG,"Agenda, à esquerda do topo da foto da Beth Carvalho",
1979.07.08,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00182 (1),Show,Projeto Pixinguinha,,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138407.png,Baixo,I0138407-20Alt=002861Lar=001884LargOri=004191AltOri=006364.JPG,"Cena Aberta, A vez de Pernambuco no “Pixinguinha”",
1979.07.09,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00183 (2),Show,Projeto Pixinguinha,Banda de Pífaros de Caruaru e José Milton,"Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138466.png,Baixo,I0138466-20Alt=002872Lar=001884LargOri=004158AltOri=006338.JPG,"Agenda, Segunda-feira (ao lado do centro da roda-gigante)",
1979.07.09,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00183 (2),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138469.png,Baixo,I0138469-20Alt=002872Lar=001884LargOri=004158AltOri=006338.JPG,"Esquina, A vez do frevo (segunda coluna, último parágrafo)",
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138495.png,Baixo,I0138495-20Alt=002837Lar=001884LargOri=004155AltOri=006256.JPG,"Valores da terra (segunda coluna, acima de preço)",
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138520.png,Baixo,I0138520-20Alt=002913Lar=001884LargOri=004163AltOri=006437.JPG,Banda dá show no Parque (segundo parágrafo),
1979.07.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00184 (3),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138526.png,Baixo,I0138526-20Alt=002878Lar=001884LargOri=004167AltOri=006365.JPG,"Pixinguinha e em Shows (primeiro item, ela aparece no inicio da terceira coluna)",
1979.07.11,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00185 (1),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138572.png,Baixo,I0138572-20Alt=002826Lar=001884LargOri=004244AltOri=006367.JPG,Shows (primeiro item),
1979.07.12,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00186 (1),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138618.png,Baixo,I0138618-20Alt=002828Lar=001884LargOri=004259AltOri=006392.JPG,Shows (primeiro item),
1979.07.13,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00187 (1),Show,Projeto Pixinguinha,"Claudionor Germano, Banda de Pífaros de Caruaru e José Milton","Teatro do Parque – Rua do Hospício, 81, Boa Vista, Recife, PE",I0138664.png,Baixo,I0138664-20Alt=002830Lar=001884LargOri=004255AltOri=006391.JPG,Shows (primeiro item),
1979.07.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00100 (1),Disco,Rumo Norte,Resenha sobre Rumo Norte,,I0202227.png,Alto,I0202227-20Alt=002934Lar=001884LargOri=004379AltOri=006819.JPG,Palmas para a cantora Irene Portela que ela merece,
1979.07.21,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00104 (1),Citação,"Joanna, Fátima Guedes e Thereza Tinoco",Citada em uma critica à três outras cantoras.,,I0202385.png,Baixo,I0202385-20Alt=002968Lar=001884LargOri=004344AltOri=006844.JPG,"Três cantoras vendem o produto (comercial) das suas criações, terceira coluna e “primeiro” parágrafo",
1979.07.23,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00106 (1),Teatro,Palomares,Ganhou o troféu Mambembe na categoria grupo ou movimento em 78. Músicas de Irene e Pini.,"Teatro Glauce Rocha - Av. Rio Branco, 179, Centro, Rio de Janeiro, RJ",I0202530.png,Médio,I0202530-20Alt=002924Lar=001884LargOri=004353AltOri=006758.JPG,"Anistia para os textos censurados, Em um ato, última coluna no meio",
1979.07.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00110 (1),Teatro,Palomares,Descrição da peça.,"Teatro Glauce Rocha - Av. Rio Branco, 179, Centro, Rio de Janeiro, RJ",I0202692.png,Médio,I0202692-20Alt=002902Lar=001884LargOri=004439AltOri=006840.JPG,"Teatro, Uma notícia anunciada por bonecos: Palomares",
1979.08.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00118 (1),Disco,Rumo Norte,Breve resenha de Rumo Norte,,I0203132.png,Médio,I0203132-20Alt=002916Lar=001884LargOri=004452AltOri=006894.JPG,"A sonora ascensão das mulheres, quarto parágrafo",
1979.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,Disco,Rumo Norte,Entrevista de lançamento do disco Rumo Norte (foto).,,4259775h.png,Alto,4259775.png,"Irene Portela busca Rumo Norte, no Sul",
1979.09.03,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00239 (1),Disco,Rumo Norte,Sobre o lançamento de Rumo Norte,,I0141564.png,Alto,I0141564-20Alt=002834Lar=001884LargOri=004286AltOri=006447.JPG,"As novas musas da MPB, review de lançamento do Rumo Norte",
1979.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Descrição da peça.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4263423h.png,Médio,4263423.png,"Uma visão menos elitista dos menores abandonados, último parágrafo",
1979.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Sobre a peça.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4263428h.png,Baixo,4263428.png,"As promessas dentro da caixa, segundo parágrafo",
1979.09.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno e Ilustrada,Disco,Rumo Norte,Brevíssima crítica sobre Rumo Norte.,,4263923h.png,Baixo,4263923.png,"A invasão dos discos femininos, segunda coluna e quarta coluna",
1979.10.01,Hemeroteca da Biblioteca Nacional,O Fluminense,RJ,Edição 02918,Show,Festival 79,"“Eu acho o Festival importantíssimo para as pessoas mostrarem o seu trabalho, divulgando o artista junto ao grande público.”",,I0070476.png,Alto,I0070476-2Alt=002692Lar=001884LargOri=003969AltOri=005674.JPG,"O Brasil fica sabendo o que está acontecendo com a MPB, 2a. coluna, final.",
1979.10.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00203 (1),Citação,Rumo Norte,Reportagem sobre as inúmeras cantoras que foram lançadas nos últimos anos e sua performance de vendas. Destacado só um trecho para contextualizar um pouco em que momento é mencionada a Irene.,,I0207654.png,Baixo,I0207654-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG,terceira coluna e quarta coluna,I0207653-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG;I0207652-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG;I0207651-20Alt=002449Lar=001884LargOri=004821AltOri=006267.JPG
1979.11.02,Hemeroteca da Biblioteca Nacional,Jornal da República,SP,Edição 00059,Show,Banda Pífanos de Caruaru,Participação especial de Irene no show da Banda de Pífaros de Caruaru,"Teatro Tuca - Rua Monte Alegre, 1024, São Paulo, SP",I0001008.png,Baixo,I0001008-2Alt=003057Lar=001884LargOri=004413AltOri=007160.JPG,"Show e música, Em cartaz, 3a. coluna, Banda de Pífanos de Caruaru.",
1979.11.03,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00299 (1),Show,Projeto Pixinguinha,,,I0144945.png,Baixo,I0144945-20Alt=002853Lar=001884LargOri=004260AltOri=006450.JPG,"Pixinguinha, ao centro e último parágrafo",
1979.12.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00263 (1),Disco,Rumo Norte,O jornalista destacou Rumo Norte como um dos melhores discos do ano.,,I0211013.png,Alto,I0211013-20Alt=002943Lar=001884LargOri=004302AltOri=006723.JPG,"Rumo Norte, terceira coluna",
1979.12.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00264 (1),Show,Festival de Verão do Guarujá,“magote de argentinos”,"Circo – Praia da Enseada, Guarujá, SP",I0211054.png,Baixo,I0211054-20Alt=002943Lar=001884LargOri=004302AltOri=006723.JPG,"Guarujá - o verão de 1980, terceira coluna",
1979.12.31,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00266 (1),Disco,Rumo Norte,Irene mencionada como uma das revelações do ano.,,I0211186.png,Baixo,I0211186-20Alt=002977Lar=001884LargOri=004351AltOri=006874.JPG,"Luzes e sombras no ano musical, primeira coluna, terceiro tópico",
1980.01.09,Hemeroteca da Biblioteca Nacional,Diario da Tarde,PR,Edição 23092,Show,Projeto Pixinguinha,Banda de Pífaros de Caruaru e José Milton,,I0145230.png,Baixo,I0145230-2Alt=002590Lar=001884LargOri=004231AltOri=005817.JPG,"Projeto Pixinguinha completa os 3 anos, 2a. coluna.",
1980.01.17,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00282,Show,Festival de Verão do Guarujá,,"Circo – Praia da Enseada, Guarujá, SP",I0000078.png,Baixo,I0000078-2Alt=002963Lar=001884LargOri=004236AltOri=006659.JPG,"Festival de Verão do Guarujá, 1a. coluna última linha.",
1980.01.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Baião de Viola,Show de Sebastião Marinho e João Quindingues com participação de Irene cantando canções do seu disco.,"Teatro Abertura – Largo Padre Péricles, 5, Perdizes, São Paulo, SP",4429626h.png,Baixo,4429626.png,"Shows, Baião de viola",
1980.01.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Show solo,"Vários artistas, inclusive Pifaros de Caruaru e Elomar.","Centro de Convivência de Campinas – Praça Imprensa Fluminense, Cambuí, Campinas, SP",4430249h.png,Baixo,4430249.png,"Shows, 2a coluna, Perspectivas para a música…",
1980.01.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Festival de Verão do Guarujá,,"Circo – Praia da Enseada, Guarujá, SP",4430504h.png,Baixo,4430504.png,"Festival, 2o parágrafo",
